Type,Handle,Block,Layer,Linetype,Linetype Scale,Lineweight,Color,Displayed Color,Draw Order,Center:X,Center:Y,Center:Z,Radius,Diameter,Length,Area,Referenced Block,Position:X,Position:Y,Position:Z,Scale:X,Scale:Y,Scale:Z,Angle,Columns,Rows,Column Spacing,Row Spacing,Circumference,Text Position:X,Text Position:Y,Text Position:Z,Scale,Origin:X,Origin:Y,Origin:Z,Start Point:X,Start Point:Y,Start Point:Z,End Point:X,End Point:Y,End Point:Z,Width,Height,Solid,Alpha,Pattern:Name,Pattern:From Entity,Pattern:Angle,Pattern:Scale,Vertex:X,Vertex:Y,Vertex:Z,Text,Polyline Pattern,Closed,Vertex:Bulge,Vertex:Angle,Vertex:Start Width,Vertex:End Width,Global Width,Orientation,Size:Base Angle,Size:Size 1,Size:Size 2,Global Z,Rotation,On,View Center:X,View Center:Y,View Target:X,View Target:Y,View Target:Z,Overall,Simple,Plain Text,Font Name,Text Height,Text Width,Text Angle,X Scale,Bold,Italic,Line Spacing,Alignment:Horizontal,Alignment:Vertical,Backward,Upside Down,Tag,Prompt,Name,Off,Frozen,Locked,Collapsed,Plottable,Snappable,Off is Freeze,Tab Order,Min Limits:X,Min Limits:Y,Min Limits:Z,Max Limits:X,Max Limits:Y,Max Limits:Z,Insertion Base:X,Insertion Base:Y,Insertion Base:Z,Min Extents:X,Min Extents:Y,Min Extents:Z,Max Extents:X,Max Extents:Y,Max Extents:Z,Plot Margins:Left,Plot Margins:Bottom,Plot Margins:Right,Plot Margins:Top,Plot Paper Size:Width,Plot Paper Size:Height,Plot Origin:X,Plot Origin:Y,Plot Window Area Min:X,Plot Window Area Min:Y,Plot Window Area Max:X,Plot Window Area Max:Y,Custom Scale:Numerator,Custom Scale:Denominator,Plot Paper Units,Plot Rotation,Plot Type,Use Standard Scale,Standard Scale,Standard Scale Type,Media Name,Description,Metric,Pattern,Hidden,Pixel Unit,Layout,Attributes:CODCONTRATISTA,Attributes:CODIGOPLANO,Attributes:CODIGOPROY,Attributes:CODSUBCONTRATISTA,Attributes:DEPARTAMENTOUNIDAD,Attributes:DIRECCIONPROY,Attributes:EQUIPODIBUJO,Attributes:ETAPAPROY,Attributes:FECHAHITO,Attributes:FRENTEOBRA,Attributes:HOJA,Attributes:INTERVENTORIA,Attributes:Inst_EL,Attributes:LIDERPROY,Attributes:MATRICULAPROF,Attributes:NOMBREAPROBO,Attributes:NOMBREDISEÑO,Attributes:NOMBREREVISO,Attributes:NUMDECONTRATO,Attributes:NUMLOTECONTROL,Attributes:NUMLOTETRABAJO,Attributes:REVISIÓN,Attributes:TOTAL_PLANOS,Attributes:Tag Caja,Attributes:Tag Gabinete,Attributes:Tag_inst,Attributes:VICEPRESIDENCIA,Attributes:dest,QCAD:MultiPageSettings/Columns,QCAD:MultiPageSettings/Rows,QCAD:PageSettings/OffsetX,QCAD:PageSettings/OffsetY,QCAD:PageSettings/PageOrientation,QCAD:PageSettings/PaperHeight,QCAD:PageSettings/PaperSizeName,QCAD:PageSettings/PaperWidth,QCAD:PageSettings/PointSize,QCAD:PageSettings/Scale,QCAD:PageSettings/ShowPaperBorders,REVIT:0001_1002,REVIT:0002_1070,REVIT:0003_1000,REVIT:0004_1002,REVIT:0005_1002,REVIT:0006_1070,REVIT:0007_1000,REVIT:0008_1002,REVIT:0009_1002,REVIT:0010_1070,REVIT:0011_1000,REVIT:0012_1002
Attribute,0x18b6bcc,*Model_Space,INST,By Layer,1,By Layer,By Layer,#0000ff,1360,,,,,,,,,,,,,,,,,,,,,158.748926178925,29.30010587126,0,,,,,,,,,,,,,,,,,,,,,,AIT-002,,,,,,,,,,,,,,,,,,,,,,AIT-002,Liberation Sans,0.075,0,0,1,false,false,1,0,2,false,false,Tag_inst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Attribute,0x18b6bcd,*Model_Space,INST,By Layer,1,By Layer,By Layer,#0000ff,1361,,,,,,,,,,,,,,,,,,,,,158.749612199451,29.132119857856,0,,,,,,,,,,,,,,,,,,,,,,JBI-007,,,,,,,,,,,,,,,,,,,,,,JBI-007,Liberation Sans,0.075,0,0,1,false,false,1,0,2,false,false,Inst_EL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Block Reference,0x18b6bce,*Model_Space,CANALIZACIONES ... BANCO,By Layer,1,By Layer,By Layer,#ff7f00,1362,,,,,,,,Inst_Elec_lin1,157.367723588366,35.922257545637,0,1,1,1,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIT-001,,,,,,,,,,,,,AE-001,,,,,,,,,,,,,,,,,,,,,,,,,
Attribute,0x18b6bcf,*Model_Space,INST,By Layer,1,By Layer,By Layer,#0000ff,1363,,,,,,,,,,,,,,,,,,,,,157.967723588366,35.622489029459,0,,,,,,,,,,,,,,,,,,,,,,AE-001,,,,,,,,,,,,,,,,,,,,,,AE-001,Liberation Sans,0.075,0,0,1,false,false,1,0,2,false,false,Tag_inst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Attribute,0x18b6bd0,*Model_Space,INST,By Layer,1,By Layer,By Layer,#0000ff,1364,,,,,,,,,,,,,,,,,,,,,157.968409608892,35.454503016054,0,,,,,,,,,,,,,,,,,,,,,,AIT-001,,,,,,,,,,,,,,,,,,,,,,AIT-001,Liberation Sans,0.075,0,0,1,false,false,1,0,2,false,false,Inst_EL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Block Reference,0x18b6bd1,*Model_Space,CANALIZACIONES ... BANCO,By Layer,1,By Layer,By Layer,#ff7f00,1365,,,,,,,,Inst_Elec_lin1,157.180629646639,35.529060284607,0,1,1,1,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIT-002,,,,,,,,,,,,,AE-002A,,,,,,,,,,,,,,,,,,,,,,,,,
Attribute,0x18b6bd2,*Model_Space,INST,By Layer,1,By Layer,By Layer,#0000ff,1366,,,,,,,,,,,,,,,,,,,,,157.780629646639,35.229291768429,0,,,,,,,,,,,,,,,,,,,,,,AE-002A,,,,,,,,,,,,,,,,,,,,,,AE-002A,Liberation Sans,0.075,0,0,1,false,false,1,0,2,false,false,Tag_inst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Attribute,0x18b6bd3,*Model_Space,INST,By Layer,1,By Layer,By Layer,#0000ff,1367,,,,,,,,,,,,,,,,,,,,,157.781315667164,35.061305755025,0,,,,,,,,,,,,,,,,,,,,,,AIT-002,,,,,,,,,,,,,,,,,,,,,,AIT-002,Liberation Sans,0.075,0,0,1,false,false,1,0,2,false,false,Inst_EL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Block Reference,0x18b6bd4,*Model_Space,CANALIZACIONES ... BANCO,By Layer,1,By Layer,By Layer,#ff7f00,1368,,,,,,,,Inst_Elec_lin1,157.040062354179,35.133068976924,0,1,1,1,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIT-002,,,,,,,,,,,,,AE-002B,,,,,,,,,,,,,,,,,,,,,,,,,
Attribute,0x18b6bd5,*Model_Space,INST,By Layer,1,By Layer,By Layer,#0000ff,1369,,,,,,,,,,,,,,,,,,,,,157.640062354179,34.833300460746,0,,,,,,,,,,,,,,,,,,,,,,AE-002B,,,,,,,,,,,,,,,,,,,,,,AE-002B,Liberation Sans,0.075,0,0,1,false,false,1,0,2,false,false,Tag_inst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Attribute,0x18b6bd6,*Model_Space,INST,By Layer,1,By Layer,By Layer,#0000ff,1370,,,,,,,,,,,,,,,,,,,,,157.640748374705,34.665314447341,0,,,,,,,,,,,,,,,,,,,,,,AIT-002,,,,,,,,,,,,,,,,,,,,,,AIT-002,Liberation Sans,0.075,0,0,1,false,false,1,0,2,false,false,Inst_EL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Block Reference,0x18b6bd7,*Model_Space,CANALIZACIONES ... BANCO,By Layer,1,By Layer,By Layer,#ff7f00,1371,,,,,,,,Inst_Elec_lin1,156.937220077263,34.730270058615,0,1,1,1,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIT-002,,,,,,,,,,,,,AE-002C,,,,,,,,,,,,,,,,,,,,,,,,,
Attribute,0x18b6bd8,*Model_Space,INST,By Layer,1,By Layer,By Layer,#0000ff,1372,,,,,,,,,,,,,,,,,,,,,157.537220077263,34.430501542437,0,,,,,,,,,,,,,,,,,,,,,,AE-002C,,,,,,,,,,,,,,,,,,,,,,AE-002C,Liberation Sans,0.075,0,0,1,false,false,1,0,2,false,false,Tag_inst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Attribute,0x18b6bd9,*Model_Space,INST,By Layer,1,By Layer,By Layer,#0000ff,1373,,,,,,,,,,,,,,,,,,,,,157.537906097789,34.262515529033,0,,,,,,,,,,,,,,,,,,,,,,AIT-002,,,,,,,,,,,,,,,,,,,,,,AIT-002,Liberation Sans,0.075,0,0,1,false,false,1,0,2,false,false,Inst_EL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Line,0x18b6bda,*Model_Space,CANALIZACIONES ... ANALOGAS,By Layer,1,By Layer,By Layer,#0000ff,1374,,,,,,6.99989412874,,,,,,,,,4.712388980385,,,,,,,,,,,,,156.2,35.9,0,156.2,28.90010587126,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Line,0x18b6bdb,*Model_Space,CANALIZACIONES ... ANALOGAS,By Layer,1,By Layer,By Layer,#0000ff,1375,,,,,,1.761426178925,,,,,,,,,0,,,,,,,,,,,,,156.2,28.90010587126,0,157.961426178925,28.90010587126,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Line,0x18b6bdc,*Model_Space,CANALIZACIONES ... ANALOGAS,By Layer,1,By Layer,By Layer,#0000ff,1376,,,,,,1.761426178925,,,,,,,,,3.14159265359,,,,,,,,,,,,,157.961426178925,29.40010587126,0,156.2,29.40010587126,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Line,0x18b6bdd,*Model_Space,CANALIZACIONES ... ANALOGAS,By Layer,1,By Layer,By Layer,#0000ff,1377,,,,,,1.167723588366,,,,,,,,,0,,,,,,,,,,,,,156.2,35.9,0,157.367723588366,35.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Line,0x18b6bf4,*Model_Space,CANALIZACIONES ... ANALOGAS,By Layer,1,By Layer,By Layer,#0000ff,1378,,,,,,1.167723588366,,,,,,,,,0,,,,,,,,,,,,,172.687837135745,35.922257545637,0,173.855560724111,35.922257545637,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Line,0x18b6bde,*Model_Space,CANALIZACIONES ... ANALOGAS,By Layer,1,By Layer,By Layer,#0000ff,1379,,,,,,0.980629646639,,,,,,,,,3.14159265359,,,,,,,,,,,,,157.180629646639,35.529060284607,0,156.2,35.529060284607,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Line,0x18b6bdf,*Model_Space,CANALIZACIONES ... ANALOGAS,By Layer,1,By Layer,By Layer,#0000ff,1380,,,,,,0.840062354179,,,,,,,,,3.14159265359,,,,,,,,,,,,,157.040062354179,35.133068976924,0,156.2,35.133068976924,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Line,0x18b6be0,*Model_Space,CANALIZACIONES ... ANALOGAS,By Layer,1,By Layer,By Layer,#0000ff,1381,,,,,,0.737220077263,,,,,,,,,3.14159265359,,,,,,,,,,,,,156.937220077263,34.730270058615,0,156.2,34.730270058615,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Line,0x18b6be4,*Model_Space,CANALIZACIONES ... DIGITALES,By Layer,1,By Layer,By Layer,#ff0000,1382,,,,,,1.4,,,,,,,,,1.570796326795,,,,,,,,,,,,,159.532630077191,38.3,0,159.532630077191,39.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Line,0x18b6be5,*Model_Space,CANALIZACIONES ... DIGITALES,By Layer,1,By Layer,By Layer,#ff0000,1383,,,,,,9.167369922809,,,,,,,,,0,,,,,,,,,,,,,159.532630077191,39.7,0,168.7,39.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Line,0x18b6be6,*Model_Space,CANALIZACIONES ... DIGITALES,By Layer,1,By Layer,By Layer,#ff0000,1384,,,,,,2.41055627605,,,,,,,,,1.570796326795,,,,,,,,,,,,,168.7,39.7,0,168.7,42.11055627605,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Line,0x18b6be7,*Model_Space,CANALIZACIONES ... DIGITALES,By Layer,1,By Layer,By Layer,#ff0000,1385,,,,,,1.538512652647,,,,,,,,,3.14159265359,,,,,,,,,,,,,161.071142729838,38.3,0,159.532630077191,38.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Line,0x18b6be8,*Model_Space,CANALIZACIONES ... DIGITALES,By Layer,1,By Layer,By Layer,#ff0000,1386,,,,,,0.251629678253,,,,,,,,,1.570796326795,,,,,,,,,,,,,159.672487762291,38.048370321747,0,159.672487762291,38.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Line,0x18b6be9,*Model_Space,CANALIZACIONES ... DIGITALES,By Layer,1,By Layer,By Layer,#ff0000,1387,,,,,,0.251629678253,,,,,,,,,1.570796326795,,,,,,,,,,,,,160.366673132172,38.048370321747,0,160.366673132172,38.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Line,0x18b6bea,*Model_Space,CANALIZACIONES ... DIGITALES,By Layer,1,By Layer,By Layer,#ff0000,1388,,,,,,0.236203336809,,,,,,,,,1.570796326795,,,,,,,,,,,,,161.071142729838,38.063796663191,0,161.071142729838,38.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Line,0x18b6beb,*Model_Space,CANALIZACIONES ... DIGITALES,By Layer,1,By Layer,By Layer,#ff0000,1389,,,,,,1.810367794529,,,,,,,,,0,,,,,,,,,,,,,168.7,39.7,0,170.510367794529,39.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Line,0x18b6bec,*Model_Space,CANALIZACIONES ... DIGITALES,By Layer,1,By Layer,By Layer,#ff0000,1390,,,,,,4.044057075227,,,,,,,,,1.570796326795,,,,,,,,,,,,,170.510367794529,38.000544070503,-3.66963856141,170.510367794529,39.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Line,0x18b6bed,*Model_Space,CANALIZACIONES ... DIGITALES,By Layer,1,By Layer,By Layer,#ff0000,1391,,,,,,4.04142653024,,,,,,,,,1.570796326795,,,,,,,,,,,,,169.810395868762,38.006813292061,-3.66963856141,169.810395868762,39.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Line,0x18b6bee,*Model_Space,CANALIZACIONES ... DIGITALES,By Layer,1,By Layer,By Layer,#ff0000,1392,,,,,,4.038804003321,,,,,,,,,1.570796326795,,,,,,,,,,,,,169.110423942995,38.013082513619,-3.66963856141,169.110423942995,39.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Line,0x18b6bef,*Model_Space,CANALIZACIONES ... ANALOGAS,By Layer,1,By Layer,By Layer,#0000ff,1393,,,,,,4.212981722561,,,,,,,,,4.712388980385,,,,,,,,,,,,,163.184240619034,41.869533238015,-3.66963856141,163.184240619034,39.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Line,0x18b6bf0,*Model_Space,CANALIZACIONES ... ANALOGAS,By Layer,1,By Layer,By Layer,#0000ff,1394,,,,,,5.315759380967,,,,,,,,,0,,,,,,,,,,,,,163.184240619034,39.8,0,168.5,39.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Line,0x18b6bf1,*Model_Space,CANALIZACIONES ... ANALOGAS,By Layer,1,By Layer,By Layer,#0000ff,1395,,,,,,2.31055627605,,,,,,,,,1.570796326795,,,,,,,,,,,,,168.5,39.8,0,168.5,42.11055627605,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Line,0x18b6bf2,*Model_Space,CANALIZACIONES ... ANALOGAS,By Layer,1,By Layer,By Layer,#0000ff,1396,,,,,,4.214945258458,,,,,,,,,4.712388980385,,,,,,,,,,,,,164.702793491013,41.873527516193,-3.66963856141,164.702793491013,39.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Line,0x18b6bf3,*Model_Space,CANALIZACIONES ... ANALOGAS,By Layer,1,By Layer,By Layer,#0000ff,1397,,,,,,4.19966276301,,,,,,,,,4.712388980385,,,,,,,,,,,,,166.22666846612,41.842283073333,-3.66963856141,166.22666846612,39.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Line,0x18b6bf5,*Model_Space,CANALIZACIONES ... ANALOGAS,By Layer,1,By Layer,By Layer,#0000ff,1398,,,,,,7.022151674377,,,,,,,,,4.712388980385,,,,,,,,,,,,,173.855560724111,35.922257545637,0,173.855560724111,28.90010587126,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Line,0x18b6bf6,*Model_Space,CANALIZACIONES ... ANALOGAS,By Layer,1,By Layer,By Layer,#0000ff,1399,,,,,,1.966859010467,,,,,,,,,0,,,,,,,,,,,,,171.888701713644,28.90010587126,0,173.855560724111,28.90010587126,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Line,0x18b6bf7,*Model_Space,CANALIZACIONES ... ANALOGAS,By Layer,1,By Layer,By Layer,#0000ff,1400,,,,,,1.966859010467,,,,,,,,,0,,,,,,,,,,,,,171.888701713644,29.40010587126,0,173.855560724111,29.40010587126,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Line,0x18b6bf8,*Model_Space,CANALIZACIONES ... ANALOGAS,By Layer,1,By Layer,By Layer,#0000ff,1401,,,,,,0.980629646639,,,,,,,,,0,,,,,,,,,,,,,172.874931077473,35.529060284607,0,173.855560724111,35.529060284607,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Line,0x18b6bf9,*Model_Space,CANALIZACIONES ... ANALOGAS,By Layer,1,By Layer,By Layer,#0000ff,1402,,,,,,0.840062354179,,,,,,,,,0,,,,,,,,,,,,,173.015498369932,35.133068976924,0,173.855560724111,35.133068976924,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
