Tag señal,Origen,Locación,Lazo,Lazo típico,Servicio,Descripción,P&ID,Inf,Sup,Set Al,Un Ing,Tipo de I/O,Tipo de señal,destino,Controlador,HMI,Interbloqueos,Log de eventos,Tendencia,Histórico,Notas
PI-018,PIT-018,FLD,P-018,Sup_Analoga,LODOS SED PRIMARIOS HACIA SUCCION BOM-010,INDICACION DE PRESION,A2-2007-HD021,HOLD,HOLD,,HOLD,AI,4-20 mA,JBI-004,PLC-001,EST-001,,NO,SI,SI,
PALL-018,PIT-018,FLD,P-018,Sup_Analoga,LODOS SED PRIMARIOS HACIA SUCCION BOM-010,ALARMA MUY BAJA PRESION,A2-2007-HD021,,,HOLD,HOLD,S,,NA,NA,NA,I-11,SI,NO,NO,
PI-019,PIT-019,FLD,P-019,Sup_Analoga,AGUA DE RECIRCULACION DESCARGA BOM-013 A CAJADIS-002,INDICACION DE PRESION,A2-2007-HD021,HOLD,HOLD,,HOLD,AI,4-20 mA,JBI-005,PLC-002,EST-001,,NO,SI,SI,
PAHH-019,PIT-019,FLD,P-019,Sup_Analoga,AGUA DE RECIRCULACION DESCARGA BOM-013 A CAJADIS-002,ALARMA MUY ALTA PRESION,A2-2007-HD021,,,HOLD,HOLD,S,,NA,NA,NA,I-14,SI,NO,NO,
PI-020,PIT-020,FLD,P-020,Sup_Analoga,AGUA DE RECIRCULACION DESCARGA BOM-014 A CAJADIS-002,INDICACION DE PRESION,A2-2007-HD021,HOLD,HOLD,,HOLD,AI,4-20 mA,JBI-005,PLC-002,EST-001,,NO,SI,SI,
PAHH-020,PIT-020,FLD,P-020,Sup_Analoga,AGUA DE RECIRCULACION DESCARGA BOM-014 A CAJADIS-002,ALARMA MUY ALTA PRESION,A2-2007-HD021,,,HOLD,HOLD,S,,NA,NA,NA,I-15,SI,NO,NO,
PI-021,PIT-021,FLD,P-021,Sup_Analoga,AGUA DE RECIRCULACION DESCARGA BOM-015 A CAJADIS-002,INDICACION DE PRESION,A2-2007-HD021,HOLD,HOLD,,HOLD,AI,4-20 mA,JBI-005,PLC-002,EST-001,,NO,SI,SI,
PAHH-021,PIT-021,FLD,P-021,Sup_Analoga,AGUA DE RECIRCULACION DESCARGA BOM-015 A CAJADIS-002,ALARMA MUY ALTA PRESION,A2-2007-HD021,,,HOLD,HOLD,S,,NA,NA,NA,I-16,SI,NO,NO,
PI-022,PIT-022,FLD,P-022,Sup_Analoga,LODOS SED SECUNDARIOS HACIA SUCCION BOM-016,INDICACION DE PRESION,A2-2007-HD021,HOLD,HOLD,,HOLD,AI,4-20 mA,JBI-005,PLC-002,EST-001,,NO,SI,SI,
PALL-022,PIT-022,FLD,P-022,Sup_Analoga,LODOS SED SECUNDARIOS HACIA SUCCION BOM-016,ALARMA MUY BAJA PRESION,A2-2007-HD021,,,HOLD,HOLD,S,,NA,NA,NA,I-17,SI,NO,NO,
PI-023,PIT-023,FLD,P-023,Sup_Analoga,LODOS SED SECUNDARIOS HACIA SUCCION BOM-017,INDICACION DE PRESION,A2-2007-HD021,HOLD,HOLD,,HOLD,AI,4-20 mA,JBI-005,PLC-002,EST-001,,NO,SI,SI,
PALL-023,PIT-023,FLD,P-023,Sup_Analoga,LODOS SED SECUNDARIOS HACIA SUCCION BOM-017,ALARMA MUY BAJA PRESION,A2-2007-HD021,,,HOLD,HOLD,S,,NA,NA,NA,I-18,SI,NO,NO,
PI-024,PIT-024,FLD,P-024,Sup_Analoga,LODOS SED SECUNDARIOS HACIA SUCCION BOM-018,INDICACION DE PRESION,A2-2007-HD021,HOLD,HOLD,,HOLD,AI,4-20 mA,JBI-005,PLC-002,EST-001,,NO,SI,SI,
PALL-024,PIT-024,FLD,P-024,Sup_Analoga,LODOS SED SECUNDARIOS HACIA SUCCION BOM-018,ALARMA MUY BAJA PRESION,A2-2007-HD021,,,HOLD,HOLD,S,,NA,NA,NA,I-19,SI,NO,NO,
PI-025,PIT-025,FLD,P-025,Sup_Analoga,GRASAS SED SECUNDARIOS HACIA TRAMPA T-011,INDICACION DE PRESION,A2-2007-HD021,HOLD,HOLD,,HOLD,AI,4-20 mA,JBI-005,PLC-002,EST-001,,NO,SI,SI,
PAHH-025,PIT-025,FLD,P-025,Sup_Analoga,GRASAS SED SECUNDARIOS HACIA TRAMPA T-011,ALARMA POR ALTA PRESION,A2-2007-HD021,,,HOLD,HOLD,S,,NA,NA,NA,I-20,SI,NO,NO,
PI-026,PIT-026,FLD,P-026,Sup_Analoga,LODOS DESCARGA BOM-010 A MESAS ESPESADORAS,INDICACION DE PRESION,A2-2007-HD018,HOLD,HOLD,,HOLD,AI,4-20 mA,JBI-004,PLC-001,EST-001,,NO,SI,SI,
PAHH-026,PIT-026,FLD,P-026,Sup_Analoga,LODOS DESCARGA BOM-010 A MESAS ESPESADORAS,ALARMA MUY ALTA PRESION,A2-2007-HD018,,,HOLD,HOLD,S,,NA,NA,NA,I-13,SI,NO,NO,
PI-027,PIT-027,FLD,P-027,Sup_Analoga,LODOS DESCARGA BOM-011 A MESAS ESPESADORAS,INDICACION DE PRESION,A2-2007-HD018,HOLD,HOLD,,HOLD,AI,4-20 mA,JBI-004,PLC-001,EST-001,,NO,SI,SI,
PAHH-027,PIT-027,FLD,P-027,Sup_Analoga,LODOS DESCARGA BOM-011 A MESAS ESPESADORAS,ALARMA MUY ALTA PRESION,A2-2007-HD018,,,HOLD,HOLD,S,,NA,NA,NA,I-12,SI,NO,NO,
PI-028,PIT-028,FLD,P-028,Sup_Analoga,LODOS DESCARGA BOM-012 A MESAS ESPESADORAS,INDICACION DE PRESION,A2-2007-HD018,HOLD,HOLD,,HOLD,AI,4-20 mA,JBI-004,PLC-001,EST-001,,NO,SI,SI,
PAHH-028,PIT-028,FLD,P-028,Sup_Analoga,LODOS DESCARGA BOM-012 A MESAS ESPESADORAS,ALARMA MUY ALTA PRESION,A2-2007-HD018,,,HOLD,HOLD,S,,NA,NA,NA,I-11,SI,NO,NO,
PI-029,PIT-029,FLD,P-029,Sup_Analoga,LODOS DESCARGA BOM-016 A MESAS ESPESADORAS,INDICACION DE PRESION,A2-2007-HD018,HOLD,HOLD,,HOLD,AI,4-20 mA,JBI-005,PLC-002,EST-001,,NO,SI,SI,
PAHH-029,PIT-029,FLD,P-029,Sup_Analoga,LODOS DESCARGA BOM-016 A MESAS ESPESADORAS,ALARMA MUY ALTA PRESION,A2-2007-HD018,,,HOLD,HOLD,S,,NA,NA,NA,I-17,SI,NO,NO,
PI-030,PIT-030,FLD,P-030,Sup_Analoga,LODOS DESCARGA BOM-017 A MESAS ESPESADORAS,INDICACION DE PRESION,A2-2007-HD018,HOLD,HOLD,,HOLD,AI,4-20 mA,JBI-005,PLC-002,EST-001,,NO,SI,SI,
PAHH-030,PIT-030,FLD,P-030,Sup_Analoga,LODOS DESCARGA BOM-017 A MESAS ESPESADORAS,ALARMA MUY ALTA PRESION,A2-2007-HD018,,,HOLD,HOLD,S,,NA,NA,NA,I-18,SI,NO,NO,
PI-031,PIT-031,FLD,P-031,Sup_Analoga,LODOS DESCARGA BOM-018 A MESAS ESPESADORAS,INDICACION DE PRESION,A2-2007-HD018,HOLD,HOLD,,HOLD,AI,4-20 mA,JBI-005,PLC-002,EST-001,,NO,SI,SI,
PAHH-031,PIT-031,FLD,P-031,Sup_Analoga,LODOS DESCARGA BOM-018 A MESAS ESPESADORAS,ALARMA MUY ALTA PRESION,A2-2007-HD018,,,HOLD,HOLD,S,,NA,NA,NA,I-19,SI,NO,NO,
PI-032,PIT-032,FLD,P-032,Sup_Analoga,CAL PREPARADA DESCARGA BOM-026 A T-007/008,INDICACION DE PRESION,A2-2008-HD018,HOLD,HOLD,,HOLD,AI,4-20 mA,JBI-006,PLC-002,EST-001,,NO,SI,SI,
PAHH-032,PIT-032,FLD,P-032,Sup_Analoga,CAL PREPARADA DESCARGA BOM-026 A T-007/008,ALARMA POR MUY ALTA PRESION,A2-2008-HD018,,,HOLD,HOLD,S,,NA,NA,NA,I-21,SI,NO,NO,
PI-033,PIT-033,FLD,P-033,Sup_Analoga,CAL PREPARADA DESCARGA BOM-027 A T-007/008,INDICACION DE PRESION,A2-2008-HD018,HOLD,HOLD,,HOLD,AI,4-20 mA,JBI-006,PLC-002,EST-001,,NO,SI,SI,
PAHH-033,PIT-033,FLD,P-033,Sup_Analoga,CAL PREPARADA DESCARGA BOM-027 A T-007/008,ALARMA POR MUY ALTA PRESION,A2-2008-HD018,,,HOLD,HOLD,S,,NA,NA,NA,I-22,SI,NO,NO,
PI-034,PIT-034,FLD,P-034,Sup_Analoga,LODOS ESPESADOS DESCARGA BOM-021 A T-007/008,INDICACION DE PRESION,A2-2008-HD018,HOLD,HOLD,,HOLD,AI,4-20 mA,JBI-006,PLC-002,EST-001,,NO,SI,SI,
PAHH-034,PIT-034,FLD,P-034,Sup_Analoga,LODOS ESPESADOS DESCARGA BOM-021 A T-007/008,ALARMA POR ALTA PRESION,A2-2008-HD018,,,HOLD,HOLD,S,,NA,NA,NA,I-29,SI,NO,NO,
PI-035,PIT-035,FLD,P-035,Sup_Analoga,LODOS ESPESADOS DESCARGA BOM-022 A T-007/008,INDICACION DE PRESION,A2-2008-HD018,HOLD,HOLD,,HOLD,AI,4-20 mA,JBI-006,PLC-002,EST-001,,NO,SI,SI,
PAHH-035,PIT-035,FLD,P-035,Sup_Analoga,LODOS ESPESADOS DESCARGA BOM-022 A T-007/008,ALARMA POR ALTA PRESION,A2-2008-HD018,,,HOLD,HOLD,S,,NA,NA,NA,I-30,SI,NO,NO,
PI-036,PIT-036,FLD,P-036,Sup_Analoga,LODOS DESCARGA BOM-028 A LECHOS DE SECADO,INDICACION DE PRESION,A2-2008-HD018,HOLD,HOLD,,HOLD,AI,4-20 mA,JBI-007,PLC-002,EST-001,,NO,SI,SI,
PAHH-036,PIT-036,FLD,P-036,Sup_Analoga,LODOS DESCARGA BOM-028 A LECHOS DE SECADO,ALARMA MUY ALTA PRESION,A2-2008-HD018,,,HOLD,HOLD,S,,NA,NA,NA,I-31,SI,NO,NO,
PI-037,PIT-037,FLD,P-037,Sup_Analoga,LODOS DESCARGA BOM-029 A LECHOS DE SECADO,INDICACION DE PRESION,A2-2008-HD018,HOLD,HOLD,,HOLD,AI,4-20 mA,JBI-007,PLC-002,EST-001,,NO,SI,SI,
PAHH-037,PIT-037,FLD,P-037,Sup_Analoga,LODOS DESCARGA BOM-029 A LECHOS DE SECADO,ALARMA MUY ALTA PRESION,A2-2008-HD018,,,HOLD,HOLD,S,,NA,NA,NA,I-32,SI,NO,NO,
PI-038,PIT-038,FLD,P-038,Sup_Analoga,LODOS DESCARGA BOM-030 A LECHOS DE SECADO,INDICACION DE PRESION,A2-2008-HD018,HOLD,HOLD,,HOLD,AI,4-20 mA,JBI-007,PLC-002,EST-001,,NO,SI,SI,
PAHH-038,PIT-038,FLD,P-038,Sup_Analoga,LODOS DESCARGA BOM-030 A LECHOS DE SECADO,ALARMA MUY ALTA PRESION,A2-2008-HD018,,,HOLD,HOLD,S,,NA,NA,NA,I-33,SI,NO,NO,
PI-039,PIT-039,FLD,P-039,Sup_Analoga,AGUA DE SERV BAJA PRESION A SUCCION BOM-032,INDICACION DE PRESION,A2-2008-HD022-01,HOLD,HOLD,,HOLD,AI,4-20 mA,JBI-003,PLC-001,EST-001,,NO,SI,SI,
PALL-039,PIT-039,FLD,P-039,Sup_Analoga,AGUA DE SERV BAJA PRESION A SUCCION BOM-032,ALARMA MUY ALTA PRESION,A2-2008-HD022-01,,,HOLD,HOLD,S,,NA,NA,NA,I-40,SI,NO,NO,
PI-040,PIT-040,FLD,P-040,Sup_Analoga,AGUA DE SERV BAJA PRESION A SUCCION BOM-031,INDICACION DE PRESION,A2-2008-HD022-01,HOLD,HOLD,,HOLD,AI,4-20 mA,JBI-003,PLC-001,EST-001,,NO,SI,SI,
PALL-040,PIT-040,FLD,P-040,Sup_Analoga,AGUA DE SERV BAJA PRESION A SUCCION BOM-031,ALARMA MUY ALTA PRESION,A2-2008-HD022-01,,,HOLD,HOLD,S,,NA,NA,NA,I-39,SI,NO,NO,
PI-041,PIT-041,FLD,P-041,Sup_Analoga,AGUA DE SERV ALTA PRESION A SUCCION BOM-034,INDICACION DE PRESION,A2-2008-HD022-01,HOLD,HOLD,,HOLD,AI,4-20 mA,JBI-003,PLC-001,EST-001,,NO,SI,SI,
PALL-041,PIT-041,FLD,P-041,Sup_Analoga,AGUA DE SERV ALTA PRESION A SUCCION BOM-034,ALARMA MUY ALTA PRESION,A2-2008-HD022-01,,,HOLD,HOLD,S,,NA,NA,NA,I-42,SI,NO,NO,
PI-042,PIT-042,FLD,P-042,Sup_Analoga,AGUA DE SERV ALTA PRESION A SUCCION BOM-033,INDICACION DE PRESION,A2-2008-HD022-01,HOLD,HOLD,,HOLD,AI,4-20 mA,JBI-003,PLC-001,EST-001,,NO,SI,SI,
PALL-042,PIT-042,FLD,P-042,Sup_Analoga,AGUA DE SERV ALTA PRESION A SUCCION BOM-033,ALARMA MUY ALTA PRESION,A2-2008-HD022-01,,,HOLD,HOLD,S,,NA,NA,NA,I-41,SI,NO,NO,
PI-043,PIT-043,FLD,P-043,L_Cerr_CEL2,AGUA DE SERV BAJA PRESION CABEZAL DESCARGA BOM-031/032,INDICACION DE PRESION,A2-2008-HD022-01,HOLD,HOLD,,HOLD,AI,4-20 mA,JBI-003,PLC-001,EST-001,,NO,SI,SI,
PAHH-043,PIT-043,FLD,P-043,L_Cerr_CEL2,AGUA DE SERV BAJA PRESION CABEZAL DESCARGA BOM-031/032,ALARMA MUY ALTA PRESION,A2-2008-HD022-01,,,HOLD,HOLD,S,,NA,NA,NA,I-39/40,SI,NO,NO,
XO-BOM031,CEL-BOM031,CCM,P-043,L_Cerr_CEL2,BOMBA AGUAS DE SERVICIO BAJA PRESION BOM-031,COMANDO DE ARRANQUE,A2-2008-HD022-01,,,,,DO,Sink 24 VDC,GAB-001,PLC-001,EST-001,I-39,SI,NO,NO,
XC-BOM031,CEL-BOM031,CCM,P-043,L_Cerr_CEL2,BOMBA AGUAS DE SERVICIO BAJA PRESION BOM-031,COMANDO DE PARO,A2-2008-HD022-01,,,,,DO,Sink 24 VDC,GAB-001,PLC-001,EST-001,,SI,NO,NO,
XO-BOM032,CEL-BOM032,CCM,P-043,L_Cerr_CEL2,BOMBA AGUAS DE SERVICIO BAJA PRESION BOM-032,COMANDO DE ARRANQUE,A2-2008-HD022-01,,,,,DO,Sink 24 VDC,GAB-001,PLC-001,EST-001,I-40,SI,NO,NO,
XC-BOM032,CEL-BOM032,CCM,P-043,L_Cerr_CEL2,BOMBA AGUAS DE SERVICIO BAJA PRESION BOM-032,COMANDO DE PARO,A2-2008-HD022-01,,,,,DO,Sink 24 VDC,GAB-001,PLC-001,EST-001,,SI,NO,NO,
PI-044,PIT-044,FLD,P-044,L_Cerr_CEL2,AGUA DE SERV ALTA PRESION CABEZAL DESCARGA BOM-033/034,INDICACION DE PRESION,A2-2008-HD022-01,HOLD,HOLD,,HOLD,AI,4-20 mA,JBI-003,PLC-001,EST-001,,NO,SI,SI,
PAHH-044,PIT-044,FLD,P-044,L_Cerr_CEL2,AGUA DE SERV ALTA PRESION CABEZAL DESCARGA BOM-033/034,ALARMA MUY ALTA PRESION,A2-2008-HD022-01,,,HOLD,HOLD,S,,NA,NA,NA,I-41/42,SI,NO,NO,
XO-BOM033,CEL-BOM033,CCM,P-044,L_Cerr_CEL2,BOMBA AGUAS DE SERVICIO ALTA PRESION BOM-033,COMANDO DE ARRANQUE,A2-2008-HD022-01,,,,,DO,Sink 24 VDC,GAB-001,PLC-001,EST-001,I-41,SI,NO,NO,
XC-BOM033,CEL-BOM033,CCM,P-044,L_Cerr_CEL2,BOMBA AGUAS DE SERVICIO ALTA PRESION BOM-033,COMANDO DE PARO,A2-2008-HD022-01,,,,,DO,Sink 24 VDC,GAB-001,PLC-001,EST-001,,SI,NO,NO,
XO-BOM034,CEL-BOM034,CCM,P-044,L_Cerr_CEL2,BOMBA AGUAS DE SERVICIO ALTA PRESION BOM-034,COMANDO DE ARRANQUE,A2-2008-HD022-01,,,,,DO,Sink 24 VDC,GAB-001,PLC-001,EST-001,I-42,SI,NO,NO,
XC-BOM034,CEL-BOM034,CCM,P-044,L_Cerr_CEL2,BOMBA AGUAS DE SERVICIO ALTA PRESION BOM-034,COMANDO DE PARO,A2-2008-HD022-01,,,,,DO,Sink 24 VDC,GAB-001,PLC-001,EST-001,,SI,NO,NO,
XV-001,SV-001,FLD,S-001,Sup_Digital,AGUA DE SERV ALTA PRESION A SIST DE EXTRACCION LCH-001,COMANDO SOLENOIDE,A2-2007-HD020,,,,,DO,Sink 24 VDC,JBI-001,PLC-001,EST-001,,SI,NO,NO,
XV-004,SV-004,FLD,S-004,Sup_Digital,AGUA DE SERV ALTA P A PCOMP-001,COMANDO SOLENOIDE,A2-2007-HD020,,,,,DO,Sink 24 VDC,JBI-002,PLC-001,EST-001,I-06,SI,NO,NO,
XV-006,SV-006,FLD,S-006,Sup_Digital,AGUA DE SERV ALTA P A PCOMP-002,COMANDO SOLENOIDE,A2-2007-HD020,,,,,DO,Sink 24 VDC,JBI-002,PLC-001,EST-001,I-07,SI,NO,NO,
XV-008,SV-008,FLD,S-008,Sup_Digital,AGUA DE SERV ALTA P A PCOMP-003,COMANDO SOLENOIDE,A2-2007-HD020,,,,,DO,Sink 24 VDC,JBI-002,PLC-001,EST-001,I-08,SI,NO,NO,
XV-305,SV-305,FLD,S-305,Sup_Digital,AGUA DE SERV BAJA P A CNTRL DE OLORES EN LODOS,COMANDO SOLENOIDE,A2-2007-HD022-02,,,,,DO,Sink 24 VDC,JBI-005,PLC-002,EST-001,I-28,SI,NO,NO,
XV-306,SV-306,FLD,S-306,Sup_Digital,AGUA DE SERV BAJA P A CNTRL DE OLORES EN PRETRATAMIENTO,COMANDO SOLENOIDE,A2-2007-HD022-02,,,,,DO,Sink 24 VDC,JBI-002,PLC-001,EST-001,I-28,SI,NO,NO,
XO-BIV001,BIV-001,FLD,X-BIV001,Eq_paq1,CUCHARA BIVALVA,COMANDO DE ARRANQUE,A2-2007-HD020,,,,,DO,Sink 24 VDC,GAB-001,PLC-001,EST-001,,SI,NO,NO,
XC-BIV001,BIV-001,FLD,X-BIV001,Eq_paq1,CUCHARA BIVALVA,COMANDO DE PARO,A2-2007-HD020,,,,,DO,Sink 24 VDC,GAB-001,PLC-001,EST-001,,SI,NO,NO,
XI-BIV001,BIV-001,FLD,X-BIV001,Eq_paq1,CUCHARA BIVALVA,STATUS OK,A2-2007-HD020,,,,,DI,Sink 24 VDC,GAB-001,PLC-001,EST-001,,SI,NO,NO,
XA-BIV001,BIV-001,FLD,X-BIV001,Eq_paq1,CUCHARA BIVALVA,STATUS FALLA,A2-2007-HD020,,,,,DI,Sink 24 VDC,GAB-001,PLC-001,EST-001,,SI,NO,NO,
XLR-BIV001,BIV-001,FLD,X-BIV001,Eq_paq1,CUCHARA BIVALVA,STATUS MODO LOCAL/REMOTO,A2-2007-HD020,,,,,DI,Sink 24 VDC,GAB-001,PLC-001,EST-001,,SI,NO,NO,
XI-BOM001,VFD-001,CCM,X-BOM001,Prot_bomba,BOMBA AGUA RESIDUAL SALIDA PRETRATAMIENTO BOM-001,STATUS OK,A2-2007-HD020,,,,,DI,Sink 24 VDC,GAB-001,PLC-001,EST-001,I-02,SI,NO,NO,
XA-BOM001,VFD-001,CCM,X-BOM001,Prot_bomba,BOMBA AGUA RESIDUAL SALIDA PRETRATAMIENTO BOM-001,STATUS FALLA,A2-2007-HD020,,,,,DI,Sink 24 VDC,GAB-001,PLC-001,EST-001,I-02,SI,NO,NO,
XI-BOM002,VFD-002,CCM,X-BOM002,Prot_bomba,BOMBA AGUA RESIDUAL SALIDA PRETRATAMIENTO BOM-002,STATUS OK,A2-2007-HD020,,,,,DI,Sink 24 VDC,GAB-001,PLC-001,EST-001,I-03,SI,NO,NO,
XA-BOM002,VFD-002,CCM,X-BOM002,Prot_bomba,BOMBA AGUA RESIDUAL SALIDA PRETRATAMIENTO BOM-002,STATUS FALLA,A2-2007-HD020,,,,,DI,Sink 24 VDC,GAB-001,PLC-001,EST-001,I-03,SI,NO,NO,
XI-BOM003,VFD-003,CCM,X-BOM003,Prot_bomba,BOMBA AGUA RESIDUAL SALIDA PRETRATAMIENTO BOM-003,STATUS OK,A2-2007-HD020,,,,,DI,Sink 24 VDC,GAB-001,PLC-001,EST-001,I-04,SI,NO,NO,
XA-BOM003,VFD-003,CCM,X-BOM003,Prot_bomba,BOMBA AGUA RESIDUAL SALIDA PRETRATAMIENTO BOM-003,STATUS FALLA,A2-2007-HD020,,,,,DI,Sink 24 VDC,GAB-001,PLC-001,EST-001,I-04,SI,NO,NO,
XI-BOM004,VFD-004,CCM,X-BOM004,Prot_bomba,BOMBA AGUA RESIDUAL SALIDA PRETRATAMIENTO BOM-004,STATUS OK,A2-2007-HD020,,,,,DI,Sink 24 VDC,GAB-001,PLC-001,EST-001,I-05,SI,NO,NO,
XA-BOM004,VFD-004,CCM,X-BOM004,Prot_bomba,BOMBA AGUA RESIDUAL SALIDA PRETRATAMIENTO BOM-004,STATUS FALLA,A2-2007-HD020,,,,,DI,Sink 24 VDC,GAB-001,PLC-001,EST-001,I-05,SI,NO,NO,
XI-BOM008,VFD-008,CCM,X-BOM008,Prot_bomba,BOMBA GRASAS SED PRIMARIOS BOM-008,STATUS OK,A2-2007-HD021,,,,,DI,Sink 24 VDC,GAB-001,PLC-001,EST-001,I-09,SI,NO,NO,
XA-BOM008,VFD-008,CCM,X-BOM008,Prot_bomba,BOMBA GRASAS SED PRIMARIOS BOM-008,STATUS FALLA,A2-2007-HD021,,,,,DI,Sink 24 VDC,GAB-001,PLC-001,EST-001,I-09,SI,NO,NO,
XI-BOM009,VFD-009,CCM,X-BOM009,Prot_bomba,BOMBA GRASAS SED PRIMARIOS BOM-009,STATUS OK,A2-2007-HD021,,,,,DI,Sink 24 VDC,GAB-001,PLC-001,EST-001,I-10,SI,NO,NO,
XA-BOM009,VFD-009,CCM,X-BOM009,Prot_bomba,BOMBA GRASAS SED PRIMARIOS BOM-009,STATUS FALLA,A2-2007-HD021,,,,,DI,Sink 24 VDC,GAB-001,PLC-001,EST-001,I-10,SI,NO,NO,
XI-BOM010,VFD-010,CCM,X-BOM010,Prot_bomba,BOMBA DE LODOS SED PRIM BOM-010,STATUS OK,A2-2007-HD021,,,,,DI,Sink 24 VDC,GAB-001,PLC-001,EST-001,I-13,SI,NO,NO,
XA-BOM010,VFD-010,CCM,X-BOM010,Prot_bomba,BOMBA DE LODOS SED PRIM BOM-010,STATUS FALLA,A2-2007-HD021,,,,,DI,Sink 24 VDC,GAB-001,PLC-001,EST-001,I-13,SI,NO,NO,
XI-BOM011,VFD-011,CCM,X-BOM011,Prot_bomba,BOMBA DE LODOS SED PRIM BOM-011,STATUS OK,A2-2007-HD021,,,,,DI,Sink 24 VDC,GAB-001,PLC-001,EST-001,I-12,SI,NO,NO,
XA-BOM011,VFD-011,CCM,X-BOM011,Prot_bomba,BOMBA DE LODOS SED PRIM BOM-011,STATUS FALLA,A2-2007-HD021,,,,,DI,Sink 24 VDC,GAB-001,PLC-001,EST-001,I-12,SI,NO,NO,
XI-BOM012,VFD-012,CCM,X-BOM012,Prot_bomba,BOMBA DE LODOS SED PRIM BOM-012,STATUS OK,A2-2007-HD021,,,,,DI,Sink 24 VDC,GAB-001,PLC-001,EST-001,I-11,SI,NO,NO,
XA-BOM012,VFD-012,CCM,X-BOM012,Prot_bomba,BOMBA DE LODOS SED PRIM BOM-012,STATUS FALLA,A2-2007-HD021,,,,,DI,Sink 24 VDC,GAB-001,PLC-001,EST-001,I-11,SI,NO,NO,
XI-BOM013,VFD-013,CCM,X-BOM013,Prot_bomba,BOMBA AGUA RECIRCULACION F PERCOLADORES BOM-013,STATUS OK,A2-2007-HD021,,,,,DI,Sink 24 VDC,GAB-001,PLC-001,EST-001,I-14,SI,NO,NO,
XA-BOM013,VFD-013,CCM,X-BOM013,Prot_bomba,BOMBA AGUA RECIRCULACION F PERCOLADORES BOM-013,STATUS FALLA,A2-2007-HD021,,,,,DI,Sink 24 VDC,GAB-001,PLC-001,EST-001,I-14,SI,NO,NO,
XI-BOM014,VFD-014,CCM,X-BOM014,Prot_bomba,BOMBA AGUA RECIRCULACION F PERCOLADORES BOM-014,STATUS OK,A2-2007-HD021,,,,,DI,Sink 24 VDC,GAB-001,PLC-001,EST-001,I-15,SI,NO,NO,
XA-BOM014,VFD-014,CCM,X-BOM014,Prot_bomba,BOMBA AGUA RECIRCULACION F PERCOLADORES BOM-014,STATUS FALLA,A2-2007-HD021,,,,,DI,Sink 24 VDC,GAB-001,PLC-001,EST-001,I-15,SI,NO,NO,
XI-BOM015,VFD-015,CCM,X-BOM015,Prot_bomba,BOMBA AGUA RECIRCULACION F PERCOLADORES BOM-015,STATUS OK,A2-2007-HD021,,,,,DI,Sink 24 VDC,GAB-001,PLC-001,EST-001,I-16,SI,NO,NO,
XA-BOM015,VFD-015,CCM,X-BOM015,Prot_bomba,BOMBA AGUA RECIRCULACION F PERCOLADORES BOM-015,STATUS FALLA,A2-2007-HD021,,,,,DI,Sink 24 VDC,GAB-001,PLC-001,EST-001,I-16,SI,NO,NO,
XI-BOM016,VFD-016,CCM,X-BOM016,Prot_bomba,BOMBA DE LODOS SED SEC BOM-016,STATUS OK,A2-2007-HD021,,,,,DI,Sink 24 VDC,GAB-002,PLC-002,EST-001,I-17,SI,NO,NO,
XA-BOM016,VFD-016,CCM,X-BOM016,Prot_bomba,BOMBA DE LODOS SED SEC BOM-016,STATUS FALLA,A2-2007-HD021,,,,,DI,Sink 24 VDC,GAB-002,PLC-002,EST-001,I-17,SI,NO,NO,
XI-BOM017,VFD-017,CCM,X-BOM017,Prot_bomba,BOMBA DE LODOS SED SEC BOM-017,STATUS OK,A2-2007-HD021,,,,,DI,Sink 24 VDC,GAB-002,PLC-002,EST-001,I-18,SI,NO,NO,
XA-BOM017,VFD-017,CCM,X-BOM017,Prot_bomba,BOMBA DE LODOS SED SEC BOM-017,STATUS FALLA,A2-2007-HD021,,,,,DI,Sink 24 VDC,GAB-002,PLC-002,EST-001,I-18,SI,NO,NO,
XI-BOM018,VFD-018,CCM,X-BOM018,Prot_bomba,BOMBA DE LODOS SED SEC BOM-018,STATUS OK,A2-2007-HD021,,,,,DI,Sink 24 VDC,GAB-002,PLC-002,EST-001,I-19,SI,NO,NO,
XA-BOM018,VFD-018,CCM,X-BOM018,Prot_bomba,BOMBA DE LODOS SED SEC BOM-018,STATUS FALLA,A2-2007-HD021,,,,,DI,Sink 24 VDC,GAB-002,PLC-002,EST-001,I-19,SI,NO,NO,
XI-BOM019,VFD-019,CCM,X-BOM019,Prot_bomba,BOMBA GRASAS SED SECUNDARIOS BOM-019,STATUS OK,A2-2008-HD021,,,,,DI,Sink 24 VDC,GAB-002,PLC-002,EST-001,I-20,SI,NO,NO,
XA-BOM019,VFD-019,CCM,X-BOM019,Prot_bomba,BOMBA GRASAS SED SECUNDARIOS BOM-019,STATUS FALLA,A2-2008-HD021,,,,,DI,Sink 24 VDC,GAB-002,PLC-002,EST-001,I-20,SI,NO,NO,
XI-BOM020,VFD-020,CCM,X-BOM020,Prot_bomba,BOMBA GRASAS SED SECUNDARIOS BOM-020,STATUS OK,A2-2008-HD021,,,,,DI,Sink 24 VDC,GAB-002,PLC-002,EST-001,I-20,SI,NO,NO,
XA-BOM020,VFD-020,CCM,X-BOM020,Prot_bomba,BOMBA GRASAS SED SECUNDARIOS BOM-020,STATUS FALLA,A2-2008-HD021,,,,,DI,Sink 24 VDC,GAB-002,PLC-002,EST-001,I-20,SI,NO,NO,
