Tag señal,Origen,Locación,Lazo,Lazo típico,Servicio,Descripción,P&ID,Inf,Sup,Set Al,Un Ing,Tipo de I/O,Tipo de señal,destino,Controlador,HMI,Interbloqueos,Log de eventos,Tendencia,Histórico,Notas
XLR-REA002,PNL-REA002,FLD,L-001,L_cerr_paq,REJA DE CRIBADO DE MEDIOS AUTOMATICA,STATUS MODO LOCAL/REMOTO,A2-2007-HD020,,,,,DI,Sink 24 VDC,GAB-001,PLC-001,EST-001,,SI,NO,NO,
XO-SCAL001,PNL-SCAL001,FLD,X-SCAL001,Eq_paq1,SISTEMA DE PREPARACION DE CAL SCAL-001,COMANDO DE ARRANQUE,A2-2008-HD021,,,,,DO,Sink 24 VDC,GAB-002,PLC-002,EST-001,,SI,NO,NO,
XC-SCAL001,PNL-SCAL001,FLD,X-SCAL001,Eq_paq1,SISTEMA DE PREPARACION DE CAL SCAL-001,COMANDO DE PARO,A2-2008-HD021,,,,,DO,Sink 24 VDC,GAB-002,PLC-002,EST-001,,SI,NO,NO,
XI-SCAL001,PNL-SCAL001,FLD,X-SCAL001,Eq_paq1,SISTEMA DE PREPARACION DE CAL SCAL-001,STATUS OK,A2-2008-HD021,,,,,DI,Sink 24 VDC,GAB-002,PLC-002,EST-001,I-37,SI,NO,NO,
XA-SCAL001,PNL-SCAL001,FLD,X-SCAL001,Eq_paq1,SISTEMA DE PREPARACION DE CAL SCAL-001,STATUS FALLA,A2-2008-HD021,,,,,DI,Sink 24 VDC,GAB-002,PLC-002,EST-001,I-37,SI,NO,NO,
XLR-SCAL001,PNL-SCAL001,FLD,X-SCAL001,Eq_paq1,SISTEMA DE PREPARACION DE CAL SCAL-001,STATUS MODO LOCAL/REMOTO,A2-2008-HD021,,,,,DI,Sink 24 VDC,GAB-002,PLC-002,EST-001,,SI,NO,NO,
XO-SCAL002,PNL-SCAL002,FLD,X-SCAL002,Eq_paq1,SISTEMA DE PREPARACION DE CAL SCAL-002,COMANDO DE ARRANQUE,A2-2008-HD021,,,,,DO,Sink 24 VDC,GAB-002,PLC-002,EST-001,,SI,NO,NO,
XC-SCAL002,PNL-SCAL002,FLD,X-SCAL002,Eq_paq1,SISTEMA DE PREPARACION DE CAL SCAL-002,COMANDO DE PARO,A2-2008-HD021,,,,,DO,Sink 24 VDC,GAB-002,PLC-002,EST-001,,SI,NO,NO,
XI-SCAL002,PNL-SCAL002,FLD,X-SCAL002,Eq_paq1,SISTEMA DE PREPARACION DE CAL SCAL-002,STATUS OK,A2-2008-HD021,,,,,DI,Sink 24 VDC,GAB-002,PLC-002,EST-001,I-38,SI,NO,NO,
XA-SCAL002,PNL-SCAL002,FLD,X-SCAL002,Eq_paq1,SISTEMA DE PREPARACION DE CAL SCAL-002,STATUS FALLA,A2-2008-HD021,,,,,DI,Sink 24 VDC,GAB-002,PLC-002,EST-001,I-38,SI,NO,NO,
XLR-SCAL002,PNL-SCAL002,FLD,X-SCAL002,Eq_paq1,SISTEMA DE PREPARACION DE CAL SCAL-002,STATUS MODO LOCAL/REMOTO,A2-2008-HD021,,,,,DI,Sink 24 VDC,GAB-002,PLC-002,EST-001,,SI,NO,NO,
XO-SEDP001,CEL-SEDP001,CCM,X-SEDP001,Eq_paq3,SEDIMENTADOR PRIMARIO SEDP-001,COMANDO DE ARRANQUE,A2-2007-HD021,,,,,DO,Sink 24 VDC,GAB-001,PLC-001,EST-001,,SI,NO,NO,
XC-SEDP001,CEL-SEDP001,CCM,X-SEDP001,Eq_paq3,SEDIMENTADOR PRIMARIO SEDP-001,COMANDO DE PARO,A2-2007-HD021,,,,,DO,Sink 24 VDC,GAB-001,PLC-001,EST-001,,SI,NO,NO,
XLR-SEDP001,BOT-SEDP001,FLD,X-SEDP001,Eq_paq3,SEDIMENTADOR PRIMARIO SEDP-001,STATUS MODO LOCAL/REMOTO,A2-2007-HD021,,,,,DI,Sink 24 VDC,JBI-004,PLC-001,EST-001,,SI,NO,NO,
ESD-SEDP001,BOT-SEDP001,FLD,X-SEDP001,Eq_paq3,SEDIMENTADOR PRIMARIO SEDP-001,PARADA DE EMERGENCIA,A2-2007-HD021,,,,,DI,Sink 24 VDC,JBI-004,PLC-001,EST-001,,SI,NO,NO,
XO-SEDP002,CEL-SEDP002,CCM,X-SEDP002,Eq_paq3,SEDIMENTADOR PRIMARIO SEDP-002,COMANDO DE ARRANQUE,A2-2007-HD021,,,,,DO,Sink 24 VDC,GAB-001,PLC-001,EST-001,,SI,NO,NO,
XC-SEDP002,CEL-SEDP002,CCM,X-SEDP002,Eq_paq3,SEDIMENTADOR PRIMARIO SEDP-002,COMANDO DE PARO,A2-2007-HD021,,,,,DO,Sink 24 VDC,GAB-001,PLC-001,EST-001,,SI,NO,NO,
XLR-SEDP002,BOT-SEDP002,FLD,X-SEDP002,Eq_paq3,SEDIMENTADOR PRIMARIO SEDP-002,STATUS MODO LOCAL/REMOTO,A2-2007-HD021,,,,,DI,Sink 24 VDC,JBI-003,PLC-001,EST-001,,SI,NO,NO,
ESD-SEDP002,BOT-SEDP002,FLD,X-SEDP002,Eq_paq3,SEDIMENTADOR PRIMARIO SEDP-002,PARADA DE EMERGENCIA,A2-2007-HD021,,,,,DI,Sink 24 VDC,JBI-003,PLC-001,EST-001,,SI,NO,NO,
XO-SEDP003,CEL-SEDP003,CCM,X-SEDP003,Eq_paq3,SEDIMENTADOR PRIMARIO SEDP-003,COMANDO DE ARRANQUE,A2-2007-HD021,,,,,DO,Sink 24 VDC,GAB-001,PLC-001,EST-001,,SI,NO,NO,
XC-SEDP003,CEL-SEDP003,CCM,X-SEDP003,Eq_paq3,SEDIMENTADOR PRIMARIO SEDP-003,COMANDO DE PARO,A2-2007-HD021,,,,,DO,Sink 24 VDC,GAB-001,PLC-001,EST-001,,SI,NO,NO,
XLR-SEDP003,BOT-SEDP003,FLD,X-SEDP003,Eq_paq3,SEDIMENTADOR PRIMARIO SEDP-003,STATUS MODO LOCAL/REMOTO,A2-2007-HD021,,,,,DI,Sink 24 VDC,JBI-003,PLC-001,EST-001,,SI,NO,NO,
ESD-SEDP003,BOT-SEDP003,FLD,X-SEDP003,Eq_paq3,SEDIMENTADOR PRIMARIO SEDP-003,PARADA DE EMERGENCIA,A2-2007-HD021,,,,,DI,Sink 24 VDC,JBI-003,PLC-001,EST-001,,SI,NO,NO,
XO-SEDS001,CEL-SEDS001,CCM,X-SEDS001,Eq_paq3,SEDIMENTADOR SECUNDARIO SEDS-001,COMANDO DE ARRANQUE,A2-2007-HD021,,,,,DO,Sink 24 VDC,GAB-002,PLC-002,EST-001,,SI,NO,NO,
XC-SEDS001,CEL-SEDS001,CCM,X-SEDS001,Eq_paq3,SEDIMENTADOR SECUNDARIO SEDS-001,COMANDO DE PARO,A2-2007-HD021,,,,,DO,Sink 24 VDC,GAB-002,PLC-002,EST-001,,SI,NO,NO,
XLR-SEDS001,BOT-SEDS001,FLD,X-SEDS001,Eq_paq3,SEDIMENTADOR SECUNDARIO SEDS-001,STATUS MODO LOCAL/REMOTO,A2-2007-HD021,,,,,DI,Sink 24 VDC,JBI-005,PLC-002,EST-001,,SI,NO,NO,
ESD-SEDS001,BOT-SEDS001,FLD,X-SEDS001,Eq_paq3,SEDIMENTADOR SECUNDARIO SEDS-001,PARADA DE EMERGENCIA,A2-2007-HD021,,,,,DI,Sink 24 VDC,JBI-005,PLC-002,EST-001,,SI,NO,NO,
XO-SEDS002,CEL-SEDS002,CCM,X-SEDS002,Eq_paq3,SEDIMENTADOR SECUNDARIO SEDS-002,COMANDO DE ARRANQUE,A2-2007-HD021,,,,,DO,Sink 24 VDC,GAB-002,PLC-002,EST-001,,SI,NO,NO,
XC-SEDS002,CEL-SEDS002,CCM,X-SEDS002,Eq_paq3,SEDIMENTADOR SECUNDARIO SEDS-002,COMANDO DE PARO,A2-2007-HD021,,,,,DO,Sink 24 VDC,GAB-002,PLC-002,EST-001,,SI,NO,NO,
XLR-SEDS002,BOT-SEDS002,FLD,X-SEDS002,Eq_paq3,SEDIMENTADOR SECUNDARIO SEDS-002,STATUS MODO LOCAL/REMOTO,A2-2007-HD021,,,,,DI,Sink 24 VDC,JBI-005,PLC-002,EST-001,,SI,NO,NO,
ESD-SEDS002,BOT-SEDS002,FLD,X-SEDS002,Eq_paq3,SEDIMENTADOR SECUNDARIO SEDS-002,PARADA DE EMERGENCIA,A2-2007-HD021,,,,,DI,Sink 24 VDC,JBI-005,PLC-002,EST-001,,SI,NO,NO,
XO-SEDS003,CEL-SEDS003,CCM,X-SEDS003,Eq_paq3,SEDIMENTADOR SECUNDARIO SEDS-003,COMANDO DE ARRANQUE,A2-2007-HD021,,,,,DO,Sink 24 VDC,GAB-002,PLC-002,EST-001,,SI,NO,NO,
XC-SEDS003,CEL-SEDS003,CCM,X-SEDS003,Eq_paq3,SEDIMENTADOR SECUNDARIO SEDS-003,COMANDO DE PARO,A2-2007-HD021,,,,,DO,Sink 24 VDC,GAB-002,PLC-002,EST-001,,SI,NO,NO,
XLR-SEDS003,BOT-SEDS003,FLD,X-SEDS003,Eq_paq3,SEDIMENTADOR SECUNDARIO SEDS-003,STATUS MODO LOCAL/REMOTO,A2-2007-HD021,,,,,DI,Sink 24 VDC,JBI-005,PLC-002,EST-001,,SI,NO,NO,
ESD-SEDS003,BOT-SEDS003,FLD,X-SEDS003,Eq_paq3,SEDIMENTADOR SECUNDARIO SEDS-003,PARADA DE EMERGENCIA,A2-2007-HD021,,,,,DI,Sink 24 VDC,JBI-005,PLC-002,EST-001,,SI,NO,NO,
